[ 15.100] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.200] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.300] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.400] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.500] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.600] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.700] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.801] step moves=0 diag=0 level=false shimmer=false released=0 sec=27 toast=false -> repaint=false
[ 15.900] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=true
[ 15.905] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 16.000] step moves=0 diag=0 level=false shimmer=true released=0 sec=26 toast=false -> repaint=true
[ 16.005] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 16.100] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.200] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.300] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.400] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.501] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.601] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.700] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.800] step moves=0 diag=0 level=false shimmer=false released=0 sec=26 toast=false -> repaint=false
[ 16.901] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=true
[ 16.901] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 17.001] step moves=0 diag=0 level=false shimmer=true released=0 sec=25 toast=false -> repaint=true
[ 17.001] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 17.100] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.200] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.300] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.400] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.500] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.600] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.700] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.800] step moves=0 diag=0 level=false shimmer=false released=0 sec=25 toast=false -> repaint=false
[ 17.900] step moves=0 diag=0 level=false shimmer=false released=0 sec=24 toast=false -> repaint=true
[ 17.901] draw dirty=270.0x437.0@0.0,-32.0 bounds=270.0x405.0@0.0,0.0 grid=31x29 scale=2.0 screen=BenQ MA270U
[ 18.000] step moves=0 diag=0 level=false shimmer=false released=0 sec=24 toast=false -> repaint=false
[ 18.104] step moves=0 diag=0 level=false shimmer=false released=0 sec=24 toast=false -> repaint=false
